Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Short description,Description,Images,material
variation,impexo-anti-slip-matte--jojo1015-12--17--noir,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-12,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,TPU
variation,impexo-anti-slip-matte--jojo1015-12--air--rose,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,Référence,JOJO1015-12,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12AIR.JPG,TPU
variation,impexo-anti-slip-matte--jojo1015-12--pro--violet,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,Référence,JOJO1015-12,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12P.JPG,TPU
variation,impexo-anti-slip-matte--jojo1015-12--promax--marron,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-12,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12PM.JPG,TPU
variation,impexo-anti-slip-matte--jojo1015-15--pro--bleu-nuit,,impexo-anti-slip-matte,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu nuit,1,0,Référence,JOJO1015-15,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-15P.JPG,PC+TPU
variation,impexo-anti-slip-matte--jojo1015-15--promax--rose,,impexo-anti-slip-matte,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-15,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-15PM.JPG,PC+TPU
variation,impexo-jean--jojo1015-16--17--bleu-denim,,impexo-jean,1,26.90,Modèle,iPhone 17,1,0,Couleur,Bleu denim,1,0,Référence,JOJO1015-16,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,TPU+Jean
variation,impexo-jean--jojo1015-16--air--noir,,impexo-jean,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-16,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16AIR.JPG,TPU+Jean
variation,impexo-jean--jojo1015-16--pro--gris,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,Référence,JOJO1015-16,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16P.JPG,TPU+Jean
variation,impexo-jean--jojo1015-16--promax--marron,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-16,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16PM.JPG,TPU+Jean
variation,impexo-pc-tpu--jojo1015-7--17--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-7,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,PC+TPU
variation,impexo-pc-tpu--jojo1015-7--air--vert,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert,1,0,Référence,JOJO1015-7,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7AIR.JPG,PC+TPU
variation,impexo-pc-tpu--jojo1015-7--pro--rose,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,Référence,JOJO1015-7,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7P.JPG,PC+TPU
variation,impexo-pc-tpu--jojo1015-7--promax--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-7,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7PM.jpg,PC+TPU
variation,impexo-pc-tpu--jojo1015-8--17--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-8,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-8.JPG,TPU
variation,impexo-pc-tpu--jojo1015-8--air--argent,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Argent,1,0,Référence,JOJO1015-8,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-8AIR.jpg,TPU
variation,impexo-pc-tpu--jojo1015-8--pro--vert-sombre,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert sombre,1,0,Référence,JOJO1015-8,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-8P.JPG,TPU
variation,impexo-pc-tpu--jojo1015-8--promax--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-8,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-8PM.JPG,TPU
variation,impexo-pc-tpu--jojo1015-14--17--dore,,impexo-pc-tpu,1,24.90,Modèle,iPhone 17,1,0,Couleur,Doré,1,0,Référence,JOJO1015-14,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-14.JPG,TPU
variation,impexo-pc-tpu--jojo1015-14--air--noir,,impexo-pc-tpu,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-14,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-14AIR.jpg,TPU
variation,impexo-pc-tpu--jojo1015-14--pro--rose,,impexo-pc-tpu,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,Référence,JOJO1015-14,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-14P.JPG,TPU
variation,impexo-pc-tpu--jojo1015-14--promax--rouge,,impexo-pc-tpu,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-14,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-14PM.JPG,TPU
variation,impexo-pc-tpu--jojo1015-17--17--noir,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-17,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-17.JPG,TPU
variation,impexo-pc-tpu--jojo1015-17--air--rose,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,Référence,JOJO1015-17,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-17AIR.JPG,TPU
variation,impexo-pc-tpu--jojo1015-17--pro--bleu,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-17,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-17P.JPG,TPU
variation,impexo-pc-tpu--jojo1015-17--promax--violet,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-17,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-17PM.JPG,TPU
variation,impexo-pc-tpu--jojo1015-20--17--bordeaux,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17,1,0,Couleur,Bordeaux,1,0,Référence,JOJO1015-20,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-20.JPG,TPU
variation,impexo-pc-tpu--jojo1015-20--air--vert-sombre,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert sombre,1,0,Référence,JOJO1015-20,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-20AIR.JPG,TPU
variation,impexo-pc-tpu--jojo1015-20--pro--rose,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,Référence,JOJO1015-20,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-20P.JPG,TPU
variation,impexo-pc-tpu--jojo1015-20--promax--violet,,impexo-pc-tpu,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-20,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-20PM.JPG,TPU
